,sentiment,content,label,stop_words
571,worry,bummed ca wear sweet nike kick work,1,4
572,worry,twitter broken,1,2
573,neutral,sleep good night tweeties oc tomorrow hope pray rachyl get better soon,3,4
574,sadness,depressing stuck inside day,0,3
575,worry,even saw news feed archie website ca believe choose veronica disappointed,1,5
576,sadness,hate sick miss,0,3
577,neutral,im eating slider barjohnnys theyre pork tho beef still search,3,4
578,happiness,getting ready school second math test today also last day rd year next week officially th year,7,7
579,sadness,woke wan na stay bed,0,4
580,worry,depressed included morcom garden quiz facebook,1,5
581,worry,yeah still totally high soooo notlooking forward aug sept,1,7
582,sadness,upsidedown tomato plant died,0,0
583,boredom,deep priecing soul,3,3
584,worry,oh come get next week get next week full exam,1,5
585,neutral,friday last much fun skint though,3,5
586,worry,know tell anyone dont know dad told famz yet think taking online,1,6
587,sadness,caa iht earlier icant wait long ahar,0,2
588,happiness,friday yay bonus drive wale tonight athough miss kitten cuddle going ride,7,6
589,worry,child promised birthday brekkie bed problem bugger food house,1,9
590,worry,woops realized dm going,1,8
591,neutral,n think able get bed tomorrow morning seeeee,3,8
592,surprise,cant use blackberry today suck,4,3
593,enthusiasm,q studio created open season google look dvd downstairs feeling lazy,4,7
594,neutral,time changing,3,3
595,sadness,hate,0,4
596,hate,time tv bed spending day catching studying hate online summer class,2,5
597,neutral,video available foreigner,3,3
598,sadness,wanted visit animal late,0,6
599,worry,pc agree problem must stop spending work,1,4
600,sadness,jonaswebcast missed,0,2
601,hate,dang really look like crap sigh min shower min get ready,2,5
602,neutral,waiting get picked,3,2
603,sadness,exhausted ca sleep like night,0,3
604,sadness,gon na miss live comet action tomorrow go take care cousin access interwebz,0,10
605,surprise,lol cant drink,4,0
606,surprise,bill compton ha wii ca twitter,4,4
607,sadness,sorry hear,0,2
608,worry,morning sport day today three legged race mr pettigrew said aloud trip,1,10
609,sadness,found ca drink bar booo missing palomino cheer sad face,0,5
610,worry,sleep hour tossing turning,1,4
611,worry,omg going die swine flu go melbourne,1,3
612,anger,packing like,2,2
613,neutral,dang certain okay,3,5
614,neutral,wish dave gilmour roger water would unite pink floyd concert,3,2
615,sadness,finished whole box ice cream,0,1
616,neutral,horse town blown car speaker,3,2
617,neutral,someone make cofffeeeeeee,3,1
618,worry,plus deposited tax return cheque first time year clear immediately,1,6
619,love,photo martwo omg love accadentally deleted photo yay beautiful,6,4
620,worry,knooww amp hot water bottle whangamata without ahhhhh,1,4
621,neutral,nose stuffy,3,2
622,neutral,last night newport,3,1
623,relief,thanks rt sorry new place domestic,5,6
624,happiness,ok shoe club cool fun poppin except ppl tryna dance wit,7,8
625,worry,holy crap raining la jacket oh,1,6
626,neutral,aright twitter fam guess ima outties gon na try sleep horrible pain,3,5
627,neutral,baby wa recieving vaccine,3,3
628,worry,wish could attend year small event like nba stanley cup final keep getting way work work work,1,6
629,happiness,lol hi emmy latin would help study aptitude test get grad school thats wan na take,7,7
630,sadness,btw wimp,0,2
631,relief,lol yeah yeah big perv wa hoping see next week scrapped plan,5,3
632,worry,rejecting food substance,1,1
633,worry,wa trying interview dr paul twomey ceo icann phone issue cut interview min,1,5
634,sadness,ca add myspace girly asks last name email,0,5
635,hate,back vienna sooo tired luggage lost manchester great good outcome seminar mb amp great people around,2,4
636,worry,n think take needle watched horribly gory short film drug month ago scarred life,1,6
637,sadness,n wan na go back work sleepy time,0,3
638,worry,feel good,1,2
639,neutral,watching biggest loser hallmark never fails make cry nyeh,3,4
640,neutral,suck old actually,3,4
641,worry,thinking getting work,1,3
642,neutral,still confuse,3,0
643,worry,wa naughty girl tonight dissappointed,1,4
644,worry,better missy telling biggest loser,1,7
645,sadness,noooo go orlando omg gon na cry,0,3
646,surprise,aaaaaahhhhhhhh soooooooo sweeeeeeet miss age soooo much,4,1
647,surprise,saw fox wa getting freeway hope go home,4,5
648,neutral,scratch sleep stage bound,3,2
649,surprise,recapping britain got talent britain seems talented america,4,3
650,neutral,cnt get goin ur old message gt gt gt gt help lt lt lt lt,3,2
651,love,good time rocking open mic thanks love support working business plan presentation cg nite,6,7
652,neutral,swimming go,3,4
653,sadness,morning john yes however diary clash sadly ca attend,0,3
654,sadness,miss friend,0,2
655,neutral,ohh ic ic haha iyaa summer filled one course last whole summer,3,6
656,sadness,yea saw really sad commercial,0,2
657,sadness,hmmm using tinytwitter small non touch screen really much fun,0,3
658,fun,lettuce amp spinach doe best cool weather live florida much luck growing,4,3
659,neutral,,3,0
660,love,oh love em think kind preservative using stay quot baked quot kinda make sick,6,9
661,neutral,unfortunately,3,1
662,worry,new lens working worked bit give fee error,1,7
663,sadness,hate sleep alone,0,2
664,neutral,,3,0
666,worry,back school almost weekend oh wait got ta work eight four tonight,1,4
667,sadness,loved johnny carson going hate seeing jay leno go,0,3
668,sadness,even though everyone wanted newish song teacher agreed old grumpy like happy haha,0,6
669,worry,english essay amp wtf done long time ago wa assigned last thursday,1,8
670,worry,think much,1,3
671,sadness,ya wa suffering whole day yesterday met dentist feel bit better still look like rocky balboa though,0,2
672,worry,n end really eating snack sigh,1,4
673,surprise,finally internet server phoenix wa fucked,4,7
674,neutral,ups ketauan cabut nih gimana dong,3,0
675,worry,sorry guy drop trip personal commitment,1,6
676,sadness,n get callback play cried oh well guess back techie,0,7
677,happiness,awesome wish could fly see,7,3
678,sadness,kinda wish went ca fall asleep,0,3
679,relief,nope het lost amp found,5,2
680,worry,rocky cola diner whittier tonight teacher pal mr great time chatting one else came,1,7
681,neutral,bed still exhausted vega,3,3
682,love,lol true maybe next year loooved siggy remember password mod thing wa cake,6,7
683,worry,ummm sooo yeh really hard concentrate rite wen weird lupus feeling goin thro body,1,6
684,worry,ouch look painful,1,2
685,neutral,took hour nap work today wo able sleep night bummer,3,7
686,fun,know enjoy watching two twitter entertaining comic miss,4,6
687,neutral,loving lil ken absolutely dreading saying goodbye le week,3,3
688,sadness,yet sorry,0,1
689,worry,want sit back amp relax little difficult,1,11
690,worry,thought wa best friend,1,1
691,neutral,hii thatsï ½mee woke going school,3,6
692,sadness,fall asleep know feel lol drag hell tonight quite excited,0,8
693,worry,god cant even catch public transport swine flu shit house,1,1
694,worry,dad said trip uk cancelled due da swine flu ooops sorry abang,1,5
695,neutral,asks karma point please,3,1
696,love,hahaha alright,6,0
697,hate,wake earlier thought dad want take food noooo,2,8
698,happiness,someone take la need see lemon tree,7,3
699,sadness,um think text msg quot subject line quot fail,0,4
700,sadness,tummy ache,0,0
701,surprise,math quiz meow allergy meow allergy,4,3
702,love,want see friend,6,1
703,worry,youre far away know,1,4
704,neutral,l said quot wipe slate clean quot jelly,3,2
705,happiness,one always working oh yeah still,7,4
706,neutral,unless invite come beta key going much help,3,6
707,neutral,live,3,2
708,sadness,sorry andrew wish wa something could,0,3
709,sadness,finsh work eleven even allowd cauz really dont want lol,0,6
711,sadness,chaseton either please die heart really sad,0,7
712,happiness,wa interesting show say least recap tomorrow first must sleep work,7,6
713,worry,feel like hot box matter go still feel like hot box ice cream working e,1,8
714,worry,sad please get better grandma,1,1
715,worry,uuuugh hate everything,1,0
716,worry,gosh today weather horriterrible extreme hotness losing lot water weight nothing,1,5
717,worry,taking moment reflect want annonymity back fb safe say anything someone else another friend,1,7
718,surprise,hey peter thanks follow many sydney pastor tweet shame bris pastor twitter behind,4,7
719,neutral,ï ½ cant im sister house ï ½ net tonite,3,3
720,neutral,damn hi facebook wrong ca add photo,3,3
721,surprise,aku kbangun gara mimpi bad dream,4,1
722,neutral,follower follow love pout please,3,5
723,worry,aww annoying,1,2
724,neutral,dont even wii like xbox use,3,8
725,sadness,ca sleep darn frustrating,0,4
726,neutral,didnt get see tonight,3,2
727,fun,bff rocking hotel california song done stay next hmmm careless whisper,4,6
728,sadness,one day loneliness creep slap face,0,9
729,sadness,rip kelly fucccccck,0,0
730,worry,well vacation let go,1,5
731,worry,think im ignored best friend jake hate ignored know thing go,1,10
732,love,love way end time go week sooooo sorry next week sure,6,10
733,neutral,nd last episode jay leno itll never nite twitter,3,5
734,sadness,feeling good,0,2
735,sadness,ok time nodd gon na long day tomorrow saying goodbye car good,0,6
736,neutral,fakin kisha luck,3,2
737,worry,taking nap work sleep right nap felt soooo good seems like bad idea,1,5
738,worry,going home seriously enough,1,3
739,enthusiasm,counting minute dad g friend leaving,4,4
740,sadness,miss oklahomaaaaa listening citizen cope til pa,0,3
741,neutral,tense emotional,3,3
742,enthusiasm,fun miss guy lot,4,2
743,worry,make sad,1,4
744,neutral,playing game watching straight people hook ca leave another reason,3,5
745,neutral,yeah work today never mind one day sun sun sun,3,2
746,worry,feel like im going cough lung,1,2
747,sadness,funny kinda sad last day,0,4
748,neutral,n think wa either ca remember,3,3
749,neutral,anyone got jbs live chat vid wa school saw joe hug tackle nick lol,3,1
750,sadness,jenny fell asleep come,0,3
751,worry,love,1,8
752,sadness,wish teased movie night,0,4
753,worry,lost follower night nobody like,1,3
754,sadness,missed one year forbidden fruit tree garden munch disappointment one,0,9
755,worry,want new phone seen much cellphone commercial,1,2
756,worry,soo sad edge page gon na come cry,1,9
757,worry,time really need shut going sleep head ache badly really ca take,1,6
758,sadness,love knw gna cut stuff tv,0,6
759,neutral,becuz braggin,3,1
760,sadness,im strict diet ugh feel like cheat one day ill throw everything,0,6
761,worry,oh hub sick hope catch,1,5
762,neutral,ze franz ha friended think think creepy stalker sommat hmph,3,5
763,hate,taking back horrible shoe mum made get urgggh nasty footwear problem ca find shoe,2,9
764,worry,ran money sad panda,1,2
765,neutral,find today first kiss,3,7
766,sadness,cal dachshund rescue found home foster pup max soooooo sad see leave,0,6
767,sadness,wow feel like ish really feel bad ignorent aholes wont overturn prop,0,3
768,sadness,work finish pm booooo,0,4
769,sadness,wish teased movie night,0,4
770,worry,got ta wiat till next week btw mumbai,1,4
771,neutral,dont know tired today bye time beddy,3,3
773,sadness,maybe take drinking feel massive hangover still yself today,0,7
774,worry,really bad head ache gon na go bed might back maybe bye bye,1,5
775,worry,friend traveller tale held farewell party kinda disappointed would still sep fault,1,10
776,hate,night talking victor bored night grrrr hate shit,2,8
777,enthusiasm,going die tomorrow night,4,6
778,neutral,ooh maggi goreng yums cant eat sore throat cmin,3,0
779,hate,gon na get try catch high school tomorrow really suck wish grow,2,11
780,neutral,morning hon breakfast cant decide,3,4
781,sadness,sleeping lost voice couple day ago,0,3
782,neutral,mention bf bubbled wsop employee event hr aa working double next week,3,7
783,sadness,wa sleepy earlier didnt get see matt,0,4
784,love,big day day xt launch wa amazing much free stuff thanx edge telecom found phone want cnt afford yet tho,6,4
785,worry,oh yeah poorest person shouldnt joke poor people,1,8
786,sadness,realized spelled quot adorable quot wrong tweeted must hate,0,6
787,neutral,gone,3,3
788,worry,oh well hope get better,1,1
789,worry,crew please dont dont think could wrong number time,1,11
790,sadness,glowing face complexion always pale,0,6
791,sadness,downloadfestival lineup good thought awesome band festival missing dl,0,11
792,worry,n watched gossip girl ageeees need one tree hill season god slow,1,5
