,text,label,stop_words
517,feel innocent love,1,2
518,feel like sweet carby yet low glycemic meal breakfast often dessert,1,8
519,feel safe encoding utf locale en isprivate false ismobile false mobileclass isprivateblog false languagedirection ltr feedlinks link rel alternate type application atom xml title could use standing ovation could,1,3
520,really lose lot nesting homemaking instinct desire pregnant longer im pregnant worse get though get month reprieve feel creative around six month mark youll notice post halloween,1,17
521,feel opportunity return moz god gracious gracious way giving heat desire despite self doubt uncertainty past,1,14
522,feel really lucky found resource always felt answer needed asking,1,11
523,keep running hill fitness wise feel fine along foot calf starting hurt also begin tire,1,12
524,always sensitive every sense feel like assaulted drag away darkness,4,12
525,supposed ought feel thankful adding sarcastic edge age,1,8
526,couldnt help feel totally distraught utterly helpless lorena kidnapped tortured almost death band enemy desperate freedom,4,11
527,feel unfortunate mister magnum sound cheer travelling well long period race,0,8
528,feel tortured tragic enough without importance sparkle,3,8
529,feel selfish thinking way feel lonely time,3,5
530,feel drained energy,0,2
531,think day chatted mom amp also feeling horny masturbate,2,9
532,feeling pretty stinkin shitty horrible reviewer,0,6
533,feel helpless,0,3
534,feeling awful sunday,0,3
535,dont know started feel weird pressure largely silent audience falsely inflated sense importance expressing ever articulate opinion said audience,5,15
536,woke nap feel extremely agitated grumpy,4,6
537,ive studying really hard discovering pretty word never crossed mind portray exact meaning feel like ive missed lot,0,12
538,feel lonely work im social bird usually school,0,9
539,love comment feel free post one,1,3
540,feel intimidated great woman family tree,4,5
541,truly feel lot positive thing help condition worker family kid,1,11
542,think may reason would want fly back uae oblivious conflict plague conflict feel helpless resolving,0,12
543,saw video cena kissing maria surprisingly didnt feel like hated,0,5
544,feel like rather unkind,3,5
545,feeling submissive,0,3
546,feel bit obnoxious definately weather,3,6
547,say pressing torso siwons bringing face close enough feel siwons agitated breath,3,8
548,indifferent tell feeling word treasured ever since feeling start bloom one moment want keep,2,8
549,feel casual entire future,1,5
550,still feeling strong missed couple lift,1,4
551,sat couch several hour feeling pretty low,0,4
552,checked long time ago say happy way back feeling contented everyone everything around,1,10
553,write something big happened like fun trip milestone time write tell im feeling sweet baby snuggle growing personality,1,13
554,hate expectation must need man life feel worthwhile valued,1,8
555,feel loving kindness allow u think feel conscious interact various thing body mind,2,11
556,feel completely blessed part group,2,6
557,im type doesnt use moisturizer skin oily product designed contain ton moisturizing ingredient make skin feel lovely without oil,2,13
558,im afraid im environment make feel relaxed cause,1,5
559,feeling overwhelmed want physically shake everything way would spider shirt,5,12
560,say little piece feel agitated watch discussion race style color font family georgia serif font size px line height,4,10
561,feel cant touch said love bit much wont deny broke heart cant find crush dont come back home,0,13
562,feel little frustrated ache longing settled heart weariness life slipped around shoulder like unwelcome friend,3,9
563,even remember trying last year feeling crappy nowhere near closing,0,6
564,broke uncle radio player accidentally feared going cut going house well playing,4,15
565,feeling conflicted whether follower christ celebrate ever popular pagan originated modern day holiday,1,11
566,feeling impatient took pill,3,3
567,feel carefree weightless yet worried grounded time,1,6
568,feel sincere repentant past opposition civil right,1,7
569,one point put son daycare mom constantly made feel like terrible parent,0,11
570,thing list feel super guilty relax,1,10
571,feel uncertain motif feel inbalance committment process counselling reconciliation,4,11
572,feel like really valuable,1,4
573,feel like go emotion angry,3,4
574,ive much training grammar language reading something written like kind feel like im assaulted,0,7
575,feeling insulted everyone comparing sneha,3,5
576,still wake every morning feeling blessed unable believe im lucky enough able call amazing family mine life,1,9
577,feel leader country depict people country love god hope one thought way supportive like george w,2,17
578,feeling really horny afternoon one fulfill sexual desire bed creative thought help forgetting hands aahhh work like magic,2,15
579,know scone must food determined live frugal lifestyle without feeling deprived,0,8
580,giggle nervously feel threatened,4,2
581,feel horrible helplessness make thing better feel like kill inside,0,9
582,taking picture house feel far messy post photo online ill clean bit post,0,18
583,feel hated loathed,0,1
584,picked feeling little apprehensive,4,3
585,ive feeling numb,0,2
586,im feeling every bit spiteful vindictive bitch time,3,5
587,got feeling look eye sincere,1,9
588,feel assured mind one,1,5
589,feel unfortunate dont soundtrack,0,6
590,believe feel nervous father reassures nothing nervous make nervous,4,17
591,feel uptight day complete around feel right little nervs dream date thing pursue wedding always dream mine day min,4,17
592,think would come fast would come suppose feel cranky today,3,11
593,feeling im going stubborn,3,8
594,feel lonely lost,0,2
595,would feel empty,0,1
596,start feel agitated lacking patience right cranky,3,6
597,know easy twist thing create explanation im still sure one help feel little le mad,3,12
598,feeling rich yup know blessed,1,4
599,didnt tell didnt want feel afraid,4,4
600,love medium coverage sometime feel put ugly picture,0,8
601,feel though little neglectful fellow blogger,0,7
602,sort hate glass make eye look small since huge eye going quite upset im hoping bigger frame make feel le paranoid,4,17
603,cant believe moment feel useful im washing dish,1,6
604,feel distressed music mind rewrite fma op,4,3
605,im feeling quite lonely monday half term,0,6
606,feel really socially awkward dont like get meet new people thing group adventurous,0,7
607,admire athleticism feel like would entertained got watch severely shape people participate olympic event,1,8
608,feel horrible feel horrible made worse fact havent gotten workout,0,6
609,would hate bit imagine secretary feeling irritable day eh,3,7
610,feel im unhappy,0,3
611,feel like take time care flower wonderfully loyal hive,2,7
612,remember feeling amazed,5,1
613,know never see place would break heart thick layer moss encased thick shell muffling sharper feeling pleasant painful,1,16
614,nameless mid bottom law school graduate find marginally attached awash sea overeducated underpaid indentured peer feel duped promise better life debt modern chemistry,1,14
615,truly feel contribute blog world especially regard educating writer valuable,1,9
